ID,date,Station,mean_air_temperature_2m,min_air_temperature_2m,max_air_temperature_2m,relative_humidity,precipitation_mm,global_radiation_w_m2,JT10,JT20,evaporation_mm
1,1/1/2000,As,-5,-7.6,-3,100,,0.50,0.1,0.4,
2,1/2/2000,As,0.6,-5,4,88.6,,0.73,0,0.4,
3,1/3/2000,As,2.1,-1.1,4.6,88.6,8.8,0.31,0,0.5,
4,1/4/2000,As,1.8,-3.3,4.4,67.3,2.1,1.22,0.1,0.5,
5,1/5/2000,As,0.6,-3.6,4.4,98.2,1.2,0.82,0.1,0.5,
6,1/6/2000,As,5.1,1.7,6.4,92.2,1.5,0.08,0.1,0.5,
7,1/7/2000,As,3.5,0,5.7,80.1,4.2,0.38,0.2,0.5,
8,1/8/2000,As,5,3.3,6.4,84.7,,1.20,0.2,0.5,
9,1/9/2000,As,1.8,-2.8,3.7,88.9,,1.34,0.2,0.5,
10,1/10/2000,As,-0.3,-4.6,4.2,92.2,0.5,1.58,0.2,0.5,
11,1/11/2000,As,3.7,2.2,4.9,95.2,0,1.10,0.3,0.6,
12,1/12/2000,As,3.3,2.1,4.8,99.9,1.1,0.62,0.3,0.6,
13,1/13/2000,As,1.3,-0.1,3.8,96.3,0.1,0.47,0.4,0.7,
14,1/14/2000,As,-1.6,-6.8,0.5,76,0,0.85,0.3,0.5,
15,1/15/2000,As,-4.8,-7.9,-1.2,97.2,,1.39,0.3,0.5,
16,1/16/2000,As,-1.3,-5.7,2.7,95.8,,0.61,0.2,0.5,
17,1/17/2000,As,6.4,-0.5,9.9,50.2,1.3,1.75,0.2,0.5,
18,1/18/2000,As,2.8,0.3,4.7,43.3,0,1.82,0.3,0.5,
19,1/19/2000,As,-2.2,-4.7,2.8,70.1,0,1.38,0.2,0.4,
20,1/20/2000,As,0.3,-3.7,5,75.4,0,0.93,0.1,0.4,
21,1/21/2000,As,-4,-7.5,-1.9,62.8,0.2,2.10,0,0.3,
22,1/22/2000,As,-5.5,-11,-4.3,99.4,,0.78,-0.2,0.2,
23,1/23/2000,As,-12.8,-16.8,-8.2,97.3,,1.45,-0.2,0.1,
24,1/24/2000,As,-11,-16.1,-6,99.4,9,1.94,-0.3,0.1,
25,1/25/2000,As,-8.3,-11.6,-5,99.7,0,2.38,-0.3,0.1,
26,1/26/2000,As,-7,-11,-3.1,100,0,1.40,-0.3,0,
27,1/27/2000,As,-1.1,-6.3,3.5,86,0.2,1.29,-0.4,0,
28,1/28/2000,As,-1.9,-6.8,0.7,77.8,0,1.61,-0.3,0,
29,1/29/2000,As,2.9,0.6,5,92.7,9.9,0.69,-0.2,0.1,
30,1/30/2000,As,0.1,-4.5,3.9,48.4,0,2.87,-0.1,0.1,
31,1/31/2000,As,-2.9,-5.3,-0.3,59,0,3.03,-0.4,0.1,
32,2/1/2000,As,-5.2,-8.6,-2.3,86.3,0,1.78,-0.9,0,
33,2/2/2000,As,-3.2,-6.1,0.8,97.8,2.9,2.11,-0.7,-0.1,
34,2/3/2000,As,-4.4,-10.6,1.8,78.2,0,3.29,-0.8,-0.1,
35,2/4/2000,As,2.9,-1.4,5.6,91.9,0,1.93,-0.6,-0.2,
36,2/5/2000,As,2.3,-1.8,6.6,97.9,,1.95,-0.3,-0.1,
37,2/6/2000,As,5,3.2,7.9,86.3,,3.29,-0.1,-0.1,
38,2/7/2000,As,4.7,2.4,6.4,82.2,3,1.76,-0.1,-0.1,
39,2/8/2000,As,0.7,-2.2,4.4,89.2,0,3.54,0,-0.1,
40,2/9/2000,As,-0.2,-3.5,4.1,75.7,0,3.13,0.1,0,
41,2/10/2000,As,3.4,-2.2,5,90.4,0,0.44,0,0,
42,2/11/2000,As,3.9,1.1,7.6,67.9,1.2,4.29,0,0,
43,2/12/2000,As,3.7,0.8,5.1,97.9,,0.47,0,0,
44,2/13/2000,As,1.5,-0.3,4.4,71.8,,3.25,0.1,0,
45,2/14/2000,As,0.1,-1.7,3.6,51.7,10.2,5.01,0,0.1,
46,2/15/2000,As,-0.1,-3.8,3.6,94.3,2.6,4.00,0.1,0.1,
47,2/16/2000,As,-4.7,-10.3,-1.3,96.5,0,5.73,0.1,0.1,
48,2/17/2000,As,-4.8,-10.4,0.7,89.2,0,5.79,0,0.1,
49,2/18/2000,As,-3.6,-4.9,-2.5,95.1,0.1,1.94,0,0.1,
50,2/19/2000,As,-6.6,-12.1,-2.1,93.6,,3.21,-0.1,0.1,
51,2/20/2000,As,-7,-13.3,2.1,77.6,,6.65,-0.2,0.1,
52,2/21/2000,As,-5.5,-12,0.1,81.3,0.1,6.15,-0.4,0,
53,2/22/2000,As,-0.7,-2.1,1,94.6,0.1,2.62,-0.4,0,
54,2/23/2000,As,-2.1,-4.1,1,90.2,0,1.98,-0.3,0,
55,2/24/2000,As,-0.6,-4.3,1.5,98.4,4.9,2.98,-0.2,0,
56,2/25/2000,As,-2.2,-7.7,2.7,92.1,7.5,5.68,-0.2,0,
57,2/26/2000,As,-0.8,-8.5,3.4,94.5,,2.33,-0.2,0,
58,2/27/2000,As,2.9,-1.7,4.9,98.8,,0.97,-0.2,0,
59,2/28/2000,As,4,1.3,5.2,93.1,1.3,3.32,-0.1,0,
60,2/29/2000,As,2.6,1.3,4.4,93.1,10.4,3.42,-0.1,0,
61,3/1/2000,As,2.7,0.6,6.5,79.3,0.7,6.97,0,0,
62,3/2/2000,As,0.7,-1.8,3.6,56.5,0,7.78,0,0,
63,3/3/2000,As,-0.4,-3,2.1,81.1,19.6,7.13,0,0.1,
64,3/4/2000,As,-1.4,-5.3,1.4,42.1,,8.23,0,0.1,
65,3/5/2000,As,-1.7,-8.5,2.4,46.9,,8.49,0,0.1,
66,3/6/2000,As,5.2,0.6,9.8,77.6,0.1,6.02,0,0.1,
67,3/7/2000,As,4.2,-2,7.4,48.3,0,6.21,0.1,0.1,
68,3/8/2000,As,-1.2,-3.3,-0.1,92.7,0,2.94,0.1,0.1,
69,3/9/2000,As,-1.2,-6.5,2.2,64.5,6.4,8.75,0,0.1,
70,3/10/2000,As,-1.8,-8.8,2.5,55,0,8.10,0.1,0.1,
71,3/11/2000,As,-1.5,-8.2,3,82.5,0,9.57,0,0.1,
72,3/12/2000,As,-2.3,-9.4,3.3,88.7,0,9.94,0,0.1,
73,3/13/2000,As,2.2,-1.2,5.4,95.9,3.1,4.42,0,0.1,
74,3/14/2000,As,2.5,-0.9,6,54.4,0,8.52,0,0.1,
75,3/15/2000,As,0.3,-5.2,4.1,49.8,0,11.14,0,0.1,
76,3/16/2000,As,-0.3,-4.1,4.4,75.1,0,6.99,0.2,0.1,
77,3/17/2000,As,0.4,-1.4,2.4,92.8,0.5,4.01,0.1,0.1,
78,3/18/2000,As,2.7,-2.1,8.2,73.9,,11.21,0.1,0.1,
79,3/19/2000,As,1.7,-3.5,6.9,81.6,,3.31,0.4,0.1,
80,3/20/2000,As,8.5,3.5,14.8,61.1,0.1,12.00,0.2,0.1,
81,3/21/2000,As,5.2,-0.3,10.3,68,0,9.88,0.3,0.1,
82,3/22/2000,As,3.1,-3.5,8.1,59.3,0,12.44,0.3,0.2,
83,3/23/2000,As,1.6,-2.7,5.4,47.9,0,11.85,0.2,0.2,
84,3/24/2000,As,0.9,-5.5,7,58.4,0,12.58,0.1,0.2,
85,3/25/2000,As,1.2,-4,6.4,70.2,0,7.77,0.1,0.2,
86,3/26/2000,As,2.8,0.4,6.6,72.6,0,7.19,0.1,0.2,
87,3/27/2000,As,1.6,-2.3,5.1,52.9,0,13.48,0.1,0.2,
88,3/28/2000,As,-0.1,-6.6,6.7,58.8,0,14.60,0,0.2,
89,3/29/2000,As,2.4,-1.9,8.2,60.9,0,11.74,0.2,0.2,
90,3/30/2000,As,3.4,-2.3,9.6,64,0,14.45,0.2,0.3,
91,3/31/2000,As,2.1,-1.2,3.9,98.6,0.1,2.14,0.3,0.4,
92,4/1/2000,As,3.5,1.7,5.8,69.5,,6.92,1.4,0.9,
93,4/2/2000,As,-1,-2.1,2.3,93.4,,5.48,1.4,1.2,
94,4/3/2000,As,-0.8,-1.9,1.1,100,8.7,3.77,1.2,1.1,
95,4/4/2000,As,-2,-4.1,-1.1,96.7,31.2,4.49,1,1,
96,4/5/2000,As,-0.7,-6,5.1,52.8,7.1,17.64,0.9,0.9,
97,4/6/2000,As,0.5,-8.5,10.5,73.9,0,13.24,0.8,0.9,
98,4/7/2000,As,2.4,-3.3,10.4,69.4,0,16.48,0.9,0.8,
99,4/8/2000,As,1.7,-3.6,9.6,74.5,0,9.51,0.9,0.8,
100,4/9/2000,As,2.6,-5.5,11.6,72.8,0,17.85,0.8,0.8,
101,4/10/2000,As,3.4,-3.1,9.2,72.8,0,17.46,0.8,0.8,
102,4/11/2000,As,3.9,2.2,6.1,88.8,0,5.95,0.8,0.8,
103,4/12/2000,As,5.3,2.4,9,75.6,1.4,11.00,1.3,0.9,
104,4/13/2000,As,4.1,2.6,5.4,89.4,1.1,4.20,2.4,1.7,
105,4/14/2000,As,5.8,2.7,8.3,72.4,2.4,8.12,3.4,2.5,
106,4/15/2000,As,4.4,0,8.4,87.4,5.7,12.34,4,3.1,
107,4/16/2000,As,2.3,-1,6,94.9,9.6,6.02,3.5,3.2,
108,4/17/2000,As,5.1,2.1,8.1,95.3,5.7,5.70,4.2,3.4,
109,4/18/2000,As,6.7,4.8,9.1,93.3,1.1,6.71,5.1,4.1,
110,4/19/2000,As,7.5,4.5,10.6,84.8,0,7.79,5.8,4.6,
111,4/20/2000,As,8.6,6,13.1,83,0,15.06,7.4,5.4,
112,4/21/2000,As,8.4,6.8,10.2,97.2,7,3.14,8,6,
113,4/22/2000,As,7.2,5.4,9.7,97.9,0,7.45,7.7,6.1,
114,4/23/2000,As,8.4,6,9.7,99.6,2.3,2.85,7.6,6.2,
115,4/24/2000,As,8.6,7.3,10.5,95.1,1.9,4.45,7.6,6.5,
116,4/25/2000,As,9.9,5.2,15.3,72.9,0,20.70,8.3,6.9,
117,4/26/2000,As,9.1,5.8,12.9,79,0,8.32,8.8,7.6,
118,4/27/2000,As,8.7,6.5,10,94,2.3,3.42,8.6,7.6,
119,4/28/2000,As,13.1,8.8,19.5,80.9,0.3,13.75,9.5,7.9,
120,4/29/2000,As,16.5,9.1,24,73.6,0,19.96,11,9,
121,4/30/2000,As,16.2,9.4,20.9,78.9,0.9,10.38,11.7,10,
122,5/1/2000,As,12,8.8,15.3,70.3,0.1,16.93,12,10.4,
123,5/2/2000,As,7.1,4.9,8.8,95.3,12,4.10,11.1,10.1,
124,5/3/2000,As,10.1,6,14.8,71.2,0,18.83,10.8,9.6,
125,5/4/2000,As,9.8,1.2,16.4,60.5,0,22.96,10.7,9.6,
126,5/5/2000,As,12.4,2.3,20.8,64.8,0,22.42,11,9.9,
127,5/6/2000,As,13.1,6.3,18.7,54.4,0,23.36,11.4,10.2,
128,5/7/2000,As,12.7,5.9,18.2,71.4,0,22.80,11.8,10.4,
129,5/8/2000,As,15.1,4.5,23.9,60.7,0,22.90,12.2,10.6,
130,5/9/2000,As,15,6.9,21.8,68,0,23.27,12.4,10.9,
131,5/10/2000,As,14.8,6.7,21.7,66.3,0,18.92,12.4,11.1,2
132,5/11/2000,As,12.4,6.6,16.5,44,0,23.05,12,11,4.3
133,5/12/2000,As,8.7,0.2,14.4,58.6,0,24.54,11.4,10.5,3.2
134,5/13/2000,As,14,2.9,22.6,63.1,0,24.72,11.6,10.4,3.2
135,5/14/2000,As,14.2,6.9,22.6,77,0,21.70,12.6,11.1,2.8
136,5/15/2000,As,15.3,5.8,23.3,66.6,0,24.97,12.8,11.4,3.7
137,5/16/2000,As,15,7.7,22.1,72.4,0,21.71,12.9,11.7,2.9
138,5/17/2000,As,14,9.8,19.6,82.6,3.1,8.45,12.6,11.8,1.5
139,5/18/2000,As,10.9,8.5,14.1,79,0,17.57,12.2,11.5,2.4
140,5/19/2000,As,10.7,6.7,13.3,80.2,1.5,19.84,12,11.3,
141,5/20/2000,As,11.3,4.6,16.6,71.1,0,25.27,12,11.2,2.9
142,5/21/2000,As,11.9,3.9,18.1,69.7,0,25.33,12.3,11.4,3.2
143,5/22/2000,As,10.9,4.7,15.1,76.1,0,19.42,12.3,11.5,2.7
144,5/23/2000,As,11.4,7.1,15.2,74,0.5,21.69,12.5,11.6,3.2
145,5/24/2000,As,12.2,6,16.1,79.5,13.9,12.35,12.8,11.7,1
146,5/25/2000,As,9.8,3.2,15.2,64.5,2.7,18.76,12.6,11.7,1.8
147,5/26/2000,As,11.1,7,15.4,66.3,6.2,18.95,12.6,11.8,2.5
148,5/27/2000,As,8.4,5.1,10,91,20.1,4.18,11.6,11.4,0.5
149,5/28/2000,As,10.2,8.4,12.9,81.4,8,16.39,11.4,10.8,1.9
150,5/29/2000,As,9.4,8,11.2,90.3,13.6,7.15,11.6,11,0.2
151,5/30/2000,As,9.5,7,13.7,85.7,3.3,14.34,12.4,11.4,1.1
152,5/31/2000,As,9.2,5,14.2,72.9,2.6,22.12,12.8,11.7,2.5
153,6/1/2000,As,9.3,2.4,13.8,76.2,1.2,22.63,12.6,11.7,3.1
154,6/2/2000,As,11.9,8.6,16.8,81.7,4.9,11.69,13,11.9,2.1
155,6/3/2000,As,11.2,6.3,15.9,41.3,0,27.39,12.3,11.7,5.4
156,6/4/2000,As,10.2,4,16.2,46.2,0,27.53,12.9,11.9,3.3
157,6/5/2000,As,11.3,2.8,17.3,53.3,0,27.14,13.6,12.4,3
158,6/6/2000,As,12.1,3.2,16.8,62.5,0,17.06,13.6,12.6,2.2
159,6/7/2000,As,12.8,9.1,17.2,69.8,0,18.20,14.4,12.9,3
160,6/8/2000,As,14.1,6.7,19.4,61,0,25.80,14.6,13.2,3.8
161,6/9/2000,As,13.9,7.3,21.1,68.5,0,24.23,15.1,13.7,3.6
162,6/10/2000,As,13.8,7.1,19.3,86.2,6,12.68,14.7,13.8,1.5
163,6/11/2000,As,14.3,11.3,17.5,,0,21.87,15.2,13.9,3.9
164,6/12/2000,As,13.5,9,18.2,,0,17.70,14.5,13.7,3.8
165,6/13/2000,As,13.7,11.6,16.9,,0.1,12.27,14.2,13.5,3.6
166,6/14/2000,As,13.5,7.8,18.3,,0,23.46,13.5,13,5
167,6/15/2000,As,11.7,3.8,16,,0.5,22.50,13.6,12.7,3.4
168,6/16/2000,As,12.3,5.8,16.8,,0,20.68,13.2,12.6,3.8
169,6/17/2000,As,11.2,4.4,14.9,,0,26.51,13.4,12.6,3.6
170,6/18/2000,As,11.6,9.4,15,,0.8,10.24,13.4,12.8,1.4
171,6/19/2000,As,13.5,10.2,16.3,,0.1,14.23,13.9,12.8,1.6
172,6/20/2000,As,17.4,12.6,23.9,,0,23.66,16.1,13.9,2.2
173,6/21/2000,As,17,14.5,19.6,96.8,6.2,7.46,16.4,14.8,0.6
174,6/22/2000,As,15.1,12,18.2,87.1,0,16.42,16.2,15,2.8
175,6/23/2000,As,13.6,11.4,16.6,93.2,3.9,12.58,15.4,14.6,1.5
176,6/24/2000,As,13.5,8.8,16.7,86.8,6.5,15.69,15.7,14.5,1.9
177,6/25/2000,As,12.8,6.7,15.8,91,2.3,12.85,15.2,14.3,0.9
178,6/26/2000,As,11.2,9.6,12.8,95.3,5.8,5.30,14.8,14.2,0.7
179,6/27/2000,As,11,7.9,15.1,66.6,2.5,15.44,13.8,13.5,2.4
180,6/28/2000,As,11.4,8.1,15.6,79.4,0,13.24,13.7,13.3,1.5
181,6/29/2000,As,14.4,10.8,18.3,80.2,1.9,15.11,15.1,13.8,1.3
182,6/30/2000,As,18.1,13.6,23.1,84.5,4.8,10.64,16,14.5,0.6
183,7/1/2000,As,16.4,11,19,78.2,0.3,17.92,17.5,15.3,1.9
184,7/2/2000,As,17.1,10.6,22,75.4,0.2,22.69,17.8,15.8,2.4
185,7/3/2000,As,16.6,9.8,22.1,77.8,0,25.00,17.9,16.2,3.5
186,7/4/2000,As,16.2,11.3,20.6,79.5,0,24.25,18,16.4,3.2
187,7/5/2000,As,16.1,9.9,22.8,82.4,0,20.92,17.9,16.6,2.5
188,7/6/2000,As,14,11.1,15.7,91.4,0,10.18,17,16.3,2.1
189,7/7/2000,As,13.8,11,17.1,79.9,2.6,14.54,16.9,15.9,1.9
190,7/8/2000,As,12.3,8.3,16.4,73.7,10,20.22,16.8,15.7,2.7
191,7/9/2000,As,11.8,7.1,16.2,78,0.8,19.94,16.5,15.5,2.4
192,7/10/2000,As,11.9,7.4,15.3,94.9,11.6,9.62,15.6,15.1,1.9
193,7/11/2000,As,13.5,11.2,17.2,95.2,12.3,9.53,15.7,15,0.6
194,7/12/2000,As,15.3,10.9,19.7,81.1,0,22.76,16.5,15.4,2.2
195,7/13/2000,As,15,9.7,18.2,80.2,0,14.41,16.8,15.7,2.5
196,7/14/2000,As,13.5,9.7,15.9,82.2,0,10.19,16.4,15.6,1.9
197,7/15/2000,As,15.6,11.9,18.6,77.5,0,13.62,16.7,15.7,2.3
198,7/16/2000,As,14.8,13.5,16.4,82,0.9,5.78,16.2,15.6,1.1
199,7/17/2000,As,15,12.2,18.9,89.2,4,11.39,16.2,15.4,1.1
200,7/18/2000,As,16.6,14,21.2,89.4,0.4,15.16,17.3,16,1.2
201,7/19/2000,As,17.3,13.1,20.7,79.1,0,10.67,17.4,16.4,2.2
202,7/20/2000,As,16.7,14.1,19.5,66.9,0,16.21,17.3,16.5,3.9
203,7/21/2000,As,15.6,12.5,19.7,78.3,0,11.15,16.8,16.2,2.5
204,7/22/2000,As,18.2,9.5,25.5,70,0,23.68,17.4,16.3,3.1
205,7/23/2000,As,16.9,11,22.9,73.6,0.4,14.24,17.3,16.6,2.3
206,7/24/2000,As,16.7,15,19.7,89.6,0.7,6.97,17.3,16.6,1.3
207,7/25/2000,As,17.7,15.6,21,85.9,1.7,11.61,17.7,16.7,1.2
208,7/26/2000,As,12.8,10.5,15.5,99.5,18.2,4.23,17,16.6,0.2
209,7/27/2000,As,12.2,10.5,13.9,100,18.5,4.42,15.7,15.7,0.4
210,7/28/2000,As,15.7,9.2,21.9,68.8,0,24.86,16.6,15.8,0
211,7/29/2000,As,16.2,6.4,23.3,72.7,0,22.08,16.6,16,0.5
212,7/30/2000,As,17.5,9.9,24.2,76.9,0,23.13,17.1,16.3,3.1
213,7/31/2000,As,17.5,13.4,22.1,80,0,22.94,18.1,17,3.1
214,8/1/2000,As,16.4,12.3,21.2,83.2,0,15.45,18.1,17.2,2.4
215,8/2/2000,As,15.9,11.3,19.8,88.2,0,14.30,17.8,17.1,1.8
216,8/3/2000,As,16.1,12.5,22,85.7,0,15.40,18.1,17.3,2.6
217,8/4/2000,As,15.3,10.2,20.9,87,0,15.43,17.5,17.1,2.8
218,8/5/2000,As,16.3,11.2,21.3,77.9,0,17.23,17.4,16.9,3.2
219,8/6/2000,As,16.4,11.2,20.7,73.1,9.7,13.97,17.3,16.9,3.3
220,8/7/2000,As,14.2,8.2,19,52.6,0,18.92,16,16.1,4.7
221,8/8/2000,As,14.2,7.5,19.9,58.3,0,21.08,15.7,15.6,3.3
222,8/9/2000,As,14,7.4,19.6,60.6,0,22.58,15.9,15.7,3.7
223,8/10/2000,As,14.1,6.7,20.1,88,1.9,14.42,15.9,15.7,1.4
224,8/11/2000,As,15,14.2,16.9,99.9,6.2,3.48,16.1,15.8,0.2
225,8/12/2000,As,14.9,9.6,20.1,73,0,18.79,16.7,16,2.6
226,8/13/2000,As,15.5,7.1,21.7,74.3,0,20.24,16.4,16,3.1
227,8/14/2000,As,15.3,12.3,18.3,92.1,1.8,8.36,16.5,16.1,0.7
228,8/15/2000,As,17.9,15.3,21.9,89.8,1.9,14.60,17.1,16.3,1.9
229,8/16/2000,As,16.3,12.3,20.4,79.4,0,19.84,17.6,16.8,3.4
230,8/17/2000,As,15,12.4,18.6,83.2,0,16.10,17.2,16.8,3.2
231,8/18/2000,As,14.7,10.3,19.5,76.4,0,18.44,16.5,16.3,3.4
232,8/19/2000,As,13.9,7.2,19.7,77.7,2.2,15.96,16.1,15.9,2.1
233,8/20/2000,As,13.7,11.7,15.5,98,19.8,7.90,15.8,15.8,0.5
234,8/21/2000,As,13,7.3,17.8,87.5,0.1,13.50,15.8,15.6,1.6
235,8/22/2000,As,12.6,7,17.9,76,0,16.02,15.7,15.6,2.9
236,8/23/2000,As,11.9,5.1,17.7,73.2,0.3,15.69,15.2,15.3,2.4
237,8/24/2000,As,11.1,7.1,15.9,89,2.8,8.99,15.1,15.2,1
238,8/25/2000,As,12.8,5.2,18.8,80.7,0.1,16.67,14.8,14.8,2.1
239,8/26/2000,As,14.3,9,20.2,84.6,0,16.04,15.6,15.2,1.6
240,8/27/2000,As,14.1,7.9,18.8,81.8,0,11.38,15.4,15.2,1.6
241,8/28/2000,As,15.7,10.7,21.4,79.9,9.5,12.19,15.8,15.4,1.3
242,8/29/2000,As,14.2,11.8,16.1,99.3,8.2,3.98,15.7,15.6,0.5
243,8/30/2000,As,13.3,10.6,17.2,91.9,2.7,13.36,15.7,15.4,1
244,8/31/2000,As,13.2,9.9,18.9,88.8,0,11.44,16,15.6,1
245,9/1/2000,As,12.7,8.2,17.6,88.3,0,10.87,15.8,15.6,1.4
246,9/2/2000,As,10.9,6.6,16.1,84.2,0,8.55,14.8,15.1,2.8
247,9/3/2000,As,10.6,6.7,14.8,57.3,0,16.89,13.7,14.2,3.9
248,9/4/2000,As,8.9,2.3,15.2,68.6,0,14.70,12.9,13.5,2.2
249,9/5/2000,As,9.5,1.3,15.8,74.6,0,15.73,12.5,13,2.3
250,9/6/2000,As,11.2,9.9,12.5,98.2,7.4,1.86,12.8,13.1,0.1
251,9/7/2000,As,12.5,11.2,13.8,99.9,19.7,2.19,13,13.1,0.2
252,9/8/2000,As,13.2,10.8,15.5,85.2,1.1,7.21,13.3,13.3,0
253,9/9/2000,As,13.3,9.8,17.6,67,0,13.45,13,13.2,0.7
254,9/10/2000,As,12.3,6.6,18,64.5,0,11.93,12.7,12.9,1.2
255,9/11/2000,As,9.3,2.5,16.1,70.2,0,14.65,12.2,12.6,2.1
256,9/12/2000,As,7.9,1.1,15.3,76.6,0,14.65,11.6,12.1,2
257,9/13/2000,As,8.4,2.2,14.8,80.6,0,11.14,11.4,11.9,1.8
258,9/14/2000,As,8.6,3.5,14,80.6,0,9.42,11.4,11.8,1.6
259,9/15/2000,As,9.7,2.2,13.9,76.3,0,8.44,11.1,11.5,1.2
260,9/16/2000,As,11.5,6.7,16.6,81.2,0,9.47,12.1,11.9,0.9
261,9/17/2000,As,10.2,5.7,14.8,82.1,0,8.31,12,12.1,1.4
262,9/18/2000,As,10.2,7.5,13.1,78.2,0,3.26,11.7,11.9,1.2
263,9/19/2000,As,9.6,5.5,14.3,76.5,0,10.40,11.4,11.7,1.6
264,9/20/2000,As,9.1,4.8,14.3,81.5,0,12.07,11.2,11.5,1.1
265,9/21/2000,As,8.6,1.2,15.3,81,0,11.63,10.5,11.1,1.3
266,9/22/2000,As,10.3,6.4,13.2,80.1,0,6.01,10.7,11,0.1
267,9/23/2000,As,11.1,6,14.4,87,0,4.86,11.3,11.3,0.1
268,9/24/2000,As,8.2,2.4,15,87.1,0,11.34,10.9,11.2,1.1
269,9/25/2000,As,7.1,0,16.5,83.7,0.1,11.07,9.9,10.6,1.2
270,9/26/2000,As,6.9,0,14,84.2,0.3,9.39,9.4,10.1,1
271,9/27/2000,As,7.8,1.2,12,97.9,20.9,1.93,9.2,9.8,0.5
272,9/28/2000,As,12.7,11.7,14.2,98.5,6.2,2.57,10.7,10.5,0.3
273,9/29/2000,As,14.5,13.1,15.9,100,1.8,1.59,11.8,11.4,0.1
274,9/30/2000,As,13.9,7.9,18.1,92.6,0,7.65,12.5,12,0
275,10/1/2000,As,10.2,6.3,12.4,94.4,,3.37,11.5,11.7,
276,10/2/2000,As,11.4,10,12.6,98,1.7,1.31,11.6,11.6,
277,10/3/2000,As,12.7,9.3,17.1,93.1,16.2,8.24,12,11.8,
278,10/4/2000,As,12.3,10.7,13.8,95,0.3,3.31,12.1,12,
279,10/5/2000,As,11.7,10.8,12.6,99,4.7,2.60,12.2,12.1,
280,10/6/2000,As,12.1,10.4,13.6,100,4.2,1.18,12.2,12.1,
281,10/7/2000,As,11.2,7.7,14.4,95.6,,3.80,12.2,12.1,
282,10/8/2000,As,8.7,6.6,9.8,99.7,,2.07,11.6,11.8,
283,10/9/2000,As,7.9,6.2,9,98.9,10.5,2.30,10.9,11.3,
284,10/10/2000,As,8.8,8,9.9,99.4,33,0.86,10.4,10.8,
285,10/11/2000,As,9.8,7.9,11.4,90.4,18,4.77,10.3,10.6,
286,10/12/2000,As,9.5,5.3,11.8,97.6,12.5,3.56,10.6,10.7,
287,10/13/2000,As,9,7.1,10.6,99.3,1.3,2.06,10.4,10.6,
288,10/14/2000,As,10.3,8.9,13.1,98,,3.40,10.7,10.7,
289,10/15/2000,As,11,8.5,12.6,97.1,,2.42,10.9,10.9,
290,10/16/2000,As,10.6,7,12.8,91.3,4.4,1.65,10.7,10.8,
291,10/17/2000,As,12.2,11.4,13,93.3,0.3,2.57,11.1,11,
292,10/18/2000,As,10.4,8,11.7,96,0.2,2.89,11.1,11.1,
293,10/19/2000,As,9,7.8,10.5,96.5,2.1,1.76,10.4,10.7,
294,10/20/2000,As,8.4,6.7,10.2,99.4,7.6,3.26,10.3,10.5,
295,10/21/2000,As,10.7,9.1,11.7,96.6,,0.82,10.4,10.5,
296,10/22/2000,As,8.6,1.5,13.3,86.5,,5.49,10.2,10.5,
297,10/23/2000,As,8.2,1.8,12.3,100,10.4,0.62,9.2,9.7,
298,10/24/2000,As,9.6,6.8,12.1,97,16.6,2.39,10.1,10.1,
299,10/25/2000,As,7.1,4.8,8.6,94.8,6.4,1.84,9.3,9.7,
300,10/26/2000,As,5.6,3.1,7.3,99,4.5,0.90,8.9,9.4,
301,10/27/2000,As,2.8,1.8,3.7,89.6,8,2.04,8,8.8,
302,10/28/2000,As,2.8,2.3,3.5,92.1,,1.17,7.5,8.3,
303,10/29/2000,As,6.2,2.6,10.1,98.9,,1.77,7.2,7.8,
304,10/30/2000,As,6.7,5.5,9.4,99.1,23,0.89,7.5,7.8,
305,10/31/2000,As,8.4,5.2,10.5,83.3,45.8,2.63,7.3,7.5,
306,11/1/2000,As,6.5,4.1,8.6,98.6,0.1,1.58,7.3,7.7,
307,11/2/2000,As,5.6,4.7,6.6,100,19.1,1.20,7.2,7.6,
308,11/3/2000,As,7.2,4.8,9,94.2,15.3,1.90,7.2,7.5,
309,11/4/2000,As,6.4,3.6,8,97,,1.97,7.2,7.5,
310,11/5/2000,As,5.1,3.3,6.4,99.7,,1.86,6.9,7.3,
311,11/6/2000,As,3.5,0.8,5.5,99.2,11,0.96,6.4,7,
312,11/7/2000,As,6.2,4.7,8.1,92.7,0.2,0.19,6.3,6.7,
313,11/8/2000,As,7.9,6.4,8.8,100,21.4,0.65,7.1,7.1,
314,11/9/2000,As,7.2,6.6,8.1,99.3,8.5,1.43,7.3,7.4,
315,11/10/2000,As,6.9,6,7.8,100,14.1,0.75,7.3,7.4,
316,11/11/2000,As,6.1,5.4,7.1,100,,0.82,7.2,7.4,
317,11/12/2000,As,6.7,5.5,8.6,99.6,,0.32,7.1,7.3,
318,11/13/2000,As,6,5.1,7.9,99.5,45,1.90,6.9,7.1,
319,11/14/2000,As,5,3.3,6.6,100,8.4,1.24,6.5,6.9,
320,11/15/2000,As,4.6,3.7,5.4,100,0.7,0.80,6.4,6.8,
321,11/16/2000,As,4.4,3,4.9,99.7,7.4,0.70,6.2,6.6,
322,11/17/2000,As,4.9,4.2,5.5,99.2,1.2,0.28,5.9,6.3,
323,11/18/2000,As,3.2,1.9,4.6,100,,0.41,5.6,6.1,
